iso3,year,partner,measure,value,unit,source,retrieved
CYP,2008,European Union,export share,58.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2009,European Union,export share,58.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2010,European Union,export share,58.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2011,European Union,export share,58.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2012,European Union,export share,51.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2013,European Union,export share,44.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2014,European Union,export share,43.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2015,European Union,export share,39.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2016,European Union,export share,36.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2017,European Union,export share,32.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2018,European Union,export share,25.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2019,European Union,export share,40.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2020,European Union,export share,33.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2021,European Union,export share,25.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2022,European Union,export share,25.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2023,European Union,export share,22.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2024,European Union,export share,24.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2025,European Union,export share,27.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2002,European Union,import share,49.1,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2003,European Union,import share,52.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2004,European Union,import share,60.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2005,European Union,import share,60.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2006,European Union,import share,59.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2007,European Union,import share,59.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2008,European Union,import share,59.3,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2009,European Union,import share,63.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2010,European Union,import share,62.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2011,European Union,import share,60.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2012,European Union,import share,61.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2013,European Union,import share,63.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2014,European Union,import share,58.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2015,European Union,import share,55.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2016,European Union,import share,60.7,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2017,European Union,import share,54.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2018,European Union,import share,51.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2019,European Union,import share,59.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2020,European Union,import share,57.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2021,European Union,import share,64.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2022,European Union,import share,60.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2023,European Union,import share,57.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2024,European Union,import share,59.6,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CYP,2025,European Union,import share,57.0,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2002,European Union,export share,80.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2003,European Union,export share,82.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2004,European Union,export share,83.1,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2005,European Union,export share,81.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2006,European Union,export share,81.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2007,European Union,export share,80.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2008,European Union,export share,80.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2009,European Union,export share,80.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2010,European Union,export share,79.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2011,European Union,export share,78.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2012,European Union,export share,76.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2013,European Union,export share,76.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2014,European Union,export share,77.2,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2015,European Union,export share,78.0,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2016,European Union,export share,78.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2017,European Union,export share,78.9,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2018,European Union,export share,79.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2019,European Union,export share,79.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2020,European Union,export share,79.7,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2021,European Union,export share,80.4,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2022,European Union,export share,81.6,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2023,European Union,export share,81.5,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2024,European Union,export share,79.3,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2025,European Union,export share,78.8,% of total exports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2002,European Union,import share,69.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2003,European Union,import share,68.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2004,European Union,import share,77.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2005,European Union,import share,78.9,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2006,European Union,import share,77.8,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2007,European Union,import share,77.5,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2008,European Union,import share,74.2,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
CZE,2009,European Union,import share,75.4,% of total imports,"Eurostat, ext_lt_intratrd (Intra and Extra-EU trade by Member State and by product group), sitc06=TOTAL, partner=EU27_2020",2026-08-06
